customer_id,age,annual_income,spending_score,days_since_last_purchase,credit_score,region,signup_date
1162,62.0,,18.8,8.7,628.0,North,2022-08-19
1163,18.0,,19.2,42.9,739.0,Central,2022-09-07
1164,,,28.0,56.9,629.0,South,2022-06-21
1165,,,49.1,10.6,652.0,South,2021-11-28
1166,,,18.6,4.8,681.0,North,2021-01-12
1167,,90107.46,27.0,13.0,573.0,East,2020-04-15
1168,41.0,32106.12,51.4,32.7,541.0,,2021-06-01
1169,,31902.39,23.2,131.3,672.0,,2024-10-30
1170,45.0,,15.1,45.5,591.0,South,2022-09-05
1171,,,24.3,82.8,552.0,North,2020-08-21
1172,,,36.6,11.5,712.0,West,2024-08-10
1173,,26763.88,18.1,6.7,771.0,North,2020-05-13
1174,34.0,12627.16,26.1,16.4,,Central,2022-03-31
1175,25.0,,43.3,22.6,555.0,North,2022-10-04
1176,31.0,,34.7,47.7,664.0,North,2020-05-31
1177,,32028.46,3.9,127.8,625.0,Central,2023-03-27
1178,,,44.5,33.3,582.0,East,2023-07-13
1179,23.0,,15.1,43.9,657.0,East,2023-11-06
1180,,73230.8,16.2,0.3,645.0,East,2020-04-19
1181,,78536.97,29.4,2.0,631.0,West,2020-11-06
1182,51.0,,36.6,5.2,729.0,Central,2020-11-01
1183,46.0,9105.68,66.7,72.0,,West,2024-07-19
1184,,,12.3,40.0,624.0,West,2023-02-26
1185,,34583.16,33.0,12.9,636.0,West,2021-09-14
1186,46.0,,40.4,53.9,630.0,Central,2020-06-23
1187,23.0,50687.84,23.2,47.2,,South,2021-05-23
1188,,,55.4,5.6,677.0,South,2020-08-30
1189,41.0,35651.97,65.1,61.4,593.0,East,2023-02-16
1190,23.0,,33.7,87.4,640.0,West,2024-04-14
1191,,,8.9,20.3,530.0,East,2022-05-02
1192,,,8.6,69.8,524.0,West,2023-05-26
1193,,21183.29,31.0,13.4,556.0,East,2023-05-05
1194,38.0,,35.0,84.8,630.0,North,2024-06-07
1195,18.0,4146.04,50.9,145.7,699.0,Central,2023-06-20
1196,40.0,32222.99,29.0,35.0,587.0,West,2021-04-07
1197,34.0,,24.4,16.8,640.0,West,2024-05-07
2159,50.0,,,32.6,646.0,East,2024-11-17
1198,41.0,24803.92,31.4,30.6,667.0,West,2022-12-06
1199,37.0,28593.76,27.7,17.3,773.0,Central,2022-02-18
1200,,27266.24,20.0,0.1,654.0,North,2022-07-11
1201,,23346.23,62.1,63.1,658.0,South,2022-06-25
1202,,15097.51,31.3,2.6,602.0,Central,2021-08-31
1203,36.0,,9.1,14.2,797.0,North,2024-10-27
1204,,,27.2,76.9,711.0,East,2023-04-20
1205,35.0,,45.2,65.7,561.0,West,2022-05-28
1206,35.0,,34.4,4.6,770.0,West,2021-09-17
1207,26.0,,17.5,64.7,707.0,South,2023-03-10
1208,27.0,,62.1,160.1,669.0,East,2023-06-25
1209,18.0,,40.1,4.6,703.0,North,2020-05-03
1210,,,12.8,32.2,741.0,East,2023-06-02
1211,20.0,79784.29,9.4,78.4,590.0,East,2024-02-24
1212,,40163.31,17.8,66.1,619.0,South,2020-07-22
1213,,24803.97,3.5,15.4,647.0,North,2024-04-11
1214,,12788.84,,10.7,551.0,South,2021-03-01
1215,31.0,,,92.0,708.0,North,2023-07-05
1216,49.0,,10.1,187.7,,Central,2021-03-08
1217,26.0,,27.1,87.6,619.0,Central,2021-06-25
1218,38.0,13942.09,8.9,198.1,599.0,West,2023-09-14
1219,24.0,,,55.7,,South,2020-06-15
1220,60.0,,37.8,158.8,662.0,Central,2020-11-17
1221,20.0,,39.1,70.4,730.0,East,2021-05-06
1222,,35389.78,29.0,143.7,732.0,East,2020-12-21
1223,,33871.6,34.6,10.6,559.0,Central,2023-02-04
1224,39.0,163390.72,22.6,101.4,687.0,South,2020-06-02
1225,,,41.2,13.1,748.0,West,2020-11-16
1226,,27938.33,40.4,1.7,,East,2020-01-06
1227,,,,43.7,636.0,West,2022-04-16
1228,33.0,,52.2,23.0,618.0,East,2022-07-11
1229,,70506.42,45.2,2.7,693.0,North,2023-11-12
1230,,,11.9,235.6,673.0,,2023-05-01
1231,28.0,,12.3,65.9,,,2022-08-20
1232,18.0,,9.3,139.3,641.0,East,2021-08-19
1233,,,,419.6,751.0,Central,2020-03-07
1234,,4962.88,34.4,29.9,,West,2021-04-19
1235,,,69.2,17.6,744.0,South,2021-08-13
1236,,,28.8,12.2,602.0,South,2023-12-18
1237,55.0,21913.93,31.4,43.4,775.0,Central,2021-08-02
1238,28.0,,38.1,55.9,606.0,Central,2023-12-10
1239,,,35.1,38.4,,Central,2024-10-26
1240,54.0,,17.1,29.4,619.0,North,2022-07-18
1241,30.0,,20.8,11.1,610.0,North,2020-05-25
1242,32.0,,,35.0,801.0,South,2023-11-08
1243,,105455.17,21.5,5.3,692.0,Central,2021-04-23
1244,22.0,,22.4,120.2,690.0,North,2021-06-25
1245,,,21.5,2.9,499.0,South,2024-06-01
1246,,,39.7,28.7,753.0,East,2024-06-08
1247,,,13.8,6.3,567.0,Central,2023-07-04
1248,,,20.4,89.5,647.0,North,2023-04-22
1249,37.0,,64.3,22.5,594.0,South,2023-09-16
1250,18.0,,40.4,7.2,669.0,Central,2024-07-04
1251,,,14.1,45.5,773.0,South,2021-02-09
1252,,,32.0,148.8,573.0,East,2022-05-20
1253,18.0,299630.52,15.1,143.6,592.0,South,2020-08-23
1254,39.0,,67.0,17.2,661.0,South,2023-01-20
1255,49.0,,12.3,76.3,776.0,East,2021-04-05
1256,20.0,6221.49,13.6,1.8,616.0,West,2023-08-19
1257,55.0,,37.7,8.5,593.0,Central,2020-11-01
1258,,,18.0,41.5,,East,2021-06-28
1259,,16272.78,51.2,15.6,651.0,East,2024-08-19
1260,,,33.2,96.0,,Central,2020-10-18
1261,41.0,112772.68,49.8,160.5,618.0,South,2020-05-26
1262,,,12.2,0.3,493.0,North,2020-05-02
1263,,,11.5,15.9,648.0,Central,2020-12-05
1264,23.0,,30.0,34.7,550.0,East,2024-06-11
1265,,22464.5,40.6,49.7,848.0,South,2021-09-21
1266,18.0,,6.1,148.5,694.0,West,2023-05-03
1267,,38509.85,39.9,133.5,670.0,South,2024-03-13
1268,,78827.4,35.2,60.8,692.0,North,2024-08-15
1269,,78727.08,37.6,17.9,611.0,South,2023-03-11
1270,49.0,,17.9,91.8,,North,2021-08-14
1271,48.0,,52.1,13.6,690.0,West,2022-06-18
1272,42.0,,8.3,201.4,572.0,West,2020-09-11
1273,21.0,33739.52,32.2,0.4,705.0,South,2022-08-17
1274,,15282.57,39.6,50.6,819.0,Central,2023-11-11
1275,49.0,,13.0,5.6,532.0,Central,2021-09-14
1276,,,,31.4,693.0,Central,2023-12-04
1277,,,58.2,60.5,585.0,West,2022-04-04
1278,39.0,31356.52,42.6,70.2,705.0,,2021-07-11
1279,37.0,,40.0,92.4,677.0,East,2022-10-21
1280,,38001.97,25.0,54.0,800.0,South,2023-01-10
1281,36.0,,31.0,17.4,,North,2022-10-08
1282,,,28.1,132.0,,East,2022-06-15
1283,43.0,,43.6,100.0,711.0,West,2020-06-13
1284,46.0,,27.6,10.5,710.0,East,2023-05-09
1285,,,13.3,105.1,745.0,West,2020-03-22
1286,,,12.6,215.9,688.0,West,2024-12-26
1287,,,51.2,60.8,698.0,North,2022-06-03
1288,41.0,,8.2,19.9,567.0,Central,2024-02-13
1289,21.0,115734.74,39.1,56.0,684.0,Central,2021-10-22
1290,18.0,,18.5,25.2,633.0,North,2023-05-21
1291,39.0,,3.9,67.6,705.0,South,2021-05-27
1292,64.0,,39.8,47.2,642.0,West,2020-02-22
1293,34.0,,35.9,159.1,686.0,South,2020-07-06
1294,45.0,,25.7,57.7,699.0,West,2021-04-13
1295,,14006.36,18.8,14.4,701.0,West,2023-10-12
1296,33.0,,56.8,77.5,,Central,2024-09-08
1297,,,28.5,21.5,844.0,Central,2024-10-28
1298,,14658.62,22.4,19.1,670.0,West,2023-03-24
1299,38.0,27517.65,98.07,29.8,701.0,Central,2023-04-17
1300,38.0,,11.9,0.7,655.0,Central,2020-02-12
1301,26.0,,40.2,208.7,561.0,,2024-04-15
1302,,,22.1,45.6,713.0,East,2023-10-08
1303,,,1.1,89.1,671.0,West,2024-08-09
1304,,,17.0,17.9,721.0,Central,2021-07-05
1305,41.0,7647.44,,82.4,597.0,East,2023-03-26
1306,24.0,79440.71,37.3,50.2,623.0,South,2020-03-23
1307,35.0,18988.28,,33.1,671.0,West,2024-04-11
1308,34.0,,65.3,211.7,,West,2024-03-28
1309,,,10.7,40.9,627.0,South,2020-12-24
1310,40.0,37161.2,9.1,64.3,672.0,West,2022-08-21
1311,,,8.2,0.9,764.0,Central,2022-11-28
1312,44.0,,15.4,21.5,687.0,East,2023-08-27
1313,,,37.6,131.7,744.0,North,2022-06-24
1314,,59057.82,18.5,85.4,637.0,East,2021-07-23
1315,,87646.25,24.0,46.2,654.0,South,2021-01-06
1316,,,5.7,138.3,669.0,North,2023-04-13
1317,,,51.1,40.0,614.0,Central,2022-06-11
1318,,,45.8,50.2,670.0,Central,2023-07-24
1319,,,22.7,28.9,775.0,East,2024-07-25
1320,32.0,,22.6,58.1,790.0,West,2022-10-04
1321,35.0,,26.8,23.1,760.0,West,2020-07-05
1322,41.0,36092.8,30.8,29.2,674.0,South,2022-08-20
1323,34.0,,28.8,203.5,592.0,West,2021-12-13
1324,,103244.76,30.7,7.1,846.0,Central,2022-04-16
1325,,,23.7,6.7,609.0,North,2021-11-13
1326,,,12.0,2.7,772.0,East,2021-10-19
1327,23.0,,31.0,23.1,679.0,East,2023-10-04
1328,,59589.01,20.2,30.5,567.0,East,2020-08-02
1329,,,27.8,6.0,531.0,West,2024-10-22
1330,,39691.94,,47.8,761.0,North,2020-11-25
1331,53.0,104251.1,21.1,52.5,604.0,West,2021-11-06
1332,,,15.4,83.4,549.0,West,2022-04-23
1333,,,37.5,223.7,628.0,Central,2023-11-21
1334,52.0,28829.08,29.1,58.0,650.0,Central,2022-10-11
1335,,,16.7,7.1,680.0,West,2021-08-13
1336,30.0,38842.7,18.2,5.6,676.0,South,2023-09-18
1337,27.0,63115.95,33.6,90.2,591.0,South,2022-03-31
1338,31.0,,32.3,63.0,650.0,South,2024-07-24
1339,,,26.2,10.6,787.0,West,2024-04-06
1340,37.0,,35.2,17.5,566.0,,2023-01-31
1341,,17314.3,47.3,83.2,688.0,South,2020-03-16
1342,35.0,,15.3,50.1,566.0,Central,2022-07-20
1343,,,7.4,52.8,617.0,East,2020-06-29
1344,49.0,31822.71,,14.1,741.0,East,2021-10-06
1345,46.0,,17.8,59.5,,West,2021-05-31
1346,,,35.7,88.3,818.0,East,2021-10-24
1347,18.0,,38.8,129.9,547.0,West,2020-08-25
1348,,,30.9,80.1,489.0,East,2024-05-01
1349,18.0,,17.1,51.5,,North,2022-04-07
1350,32.0,,3.0,67.1,616.0,North,2024-11-06
1351,,,10.4,39.8,601.0,North,2022-11-19
1352,,,12.8,15.4,701.0,North,2024-08-16
1353,41.0,12295.59,,128.3,576.0,South,2020-01-03
1354,,65354.49,52.4,45.6,696.0,Central,2023-09-08
1355,,6893.29,13.2,54.1,716.0,North,2024-11-15
1356,18.0,30084.97,,277.0,540.0,South,2023-01-16
1357,,,21.3,252.0,732.0,West,2022-08-04
1358,,,14.6,53.0,712.0,East,2022-04-26
1359,,,39.6,2.1,774.0,East,2020-04-21
1360,,,46.0,30.3,650.0,South,2021-01-19
1361,34.0,74509.93,30.3,166.2,583.0,East,2022-11-27
1362,41.0,89305.77,37.3,20.4,750.0,North,2022-01-10
1363,36.0,,29.7,433.2,654.0,East,2023-06-29
1364,,,25.3,5.3,796.0,North,2024-03-29
1365,49.0,,49.3,50.4,,North,2022-10-17
1366,33.0,,11.4,43.5,648.0,East,2023-07-04
1367,,,12.1,17.7,579.0,,2022-06-24
1368,23.0,5760.75,2.9,178.1,642.0,West,2024-04-05
1369,,,33.2,57.9,,South,2020-04-15
1370,,,37.1,15.7,529.0,Central,2021-02-20
1371,,,27.3,29.1,618.0,Central,2021-06-30
1372,,31248.06,32.1,76.6,521.0,North,2023-01-29
1373,18.0,,15.0,21.2,567.0,North,2020-09-25
1374,18.0,,20.0,127.0,601.0,South,2021-08-12
1375,52.0,,22.2,10.9,628.0,South,2022-06-16
1376,32.0,87446.98,12.1,18.4,678.0,North,2024-12-08
1377,26.0,48345.53,12.5,9.4,706.0,West,2023-12-01
1378,,38238.75,29.7,6.6,761.0,West,2022-09-19
1379,,,14.0,21.4,778.0,Central,2020-09-05
1380,56.0,,35.4,426.3,745.0,West,2020-02-29
1381,,,49.4,5.9,620.0,East,2023-07-14
1382,,11490.44,21.7,14.4,669.0,North,2023-05-31
1383,60.0,,27.0,19.0,605.0,South,2024-06-24
1384,,,8.0,57.9,670.0,North,2021-05-05
1385,43.0,,11.2,82.1,,East,2023-12-24
1386,38.0,,8.8,83.6,559.0,West,2020-11-20
1387,,35613.54,29.3,0.5,766.0,North,2021-09-28
1388,53.0,,37.9,63.3,787.0,East,2023-02-02
1389,,,14.5,59.8,589.0,West,2020-01-29
1390,,66434.18,44.6,43.7,692.0,Central,2023-02-05
1391,40.0,7681.06,49.6,28.6,593.0,Central,2022-04-15
1392,26.0,,23.9,95.8,644.0,Central,2020-07-09
1393,,,29.0,25.3,607.0,East,2021-04-05
1394,,,25.0,15.7,600.0,East,2024-09-19
1395,30.0,,,22.3,665.0,South,2020-08-20
1396,37.0,69384.01,3.9,34.8,505.0,South,2022-08-03
1397,18.0,,23.6,14.5,608.0,,2020-08-28
1398,23.0,,1.9,56.1,850.0,North,2023-08-19
1399,49.0,,43.1,129.4,527.0,West,2024-08-31
1400,27.0,11532.86,,54.3,620.0,South,2020-11-11
1401,,,21.8,35.5,673.0,West,2022-10-17
1402,,,53.0,95.6,636.0,North,2024-01-07
1403,49.0,,,82.7,589.0,Central,2021-08-20
1404,,54361.78,20.5,27.4,727.0,West,2022-11-08
1405,46.0,,39.3,55.6,662.0,Central,2023-12-15
1406,25.0,,50.9,78.5,600.0,West,2021-07-13
1407,18.0,,17.5,16.9,719.0,North,2022-04-30
1408,,,8.1,27.4,608.0,South,2024-09-05
1409,31.0,,29.3,6.7,580.0,East,2022-09-15
1410,,,30.6,263.8,697.0,Central,2022-08-25
1411,,,30.3,5.4,545.0,South,2021-05-14
1412,,,18.4,11.1,791.0,West,2022-07-24
1413,40.0,8578.37,20.6,39.2,771.0,South,2023-02-02
1414,,,5.0,120.3,,East,2020-10-23
1415,,,27.3,26.4,,Central,2022-02-24
1416,,,53.8,87.8,565.0,Central,2021-01-25
1417,35.0,,36.4,67.6,444.0,South,2023-05-12
1418,,,7.1,61.1,779.0,North,2022-11-06
1419,,53806.87,15.5,111.9,572.0,West,2024-03-08
1420,,,18.0,0.9,678.0,South,2024-12-05
1421,41.0,,43.7,158.8,666.0,North,2020-10-06
1422,,,62.6,106.0,516.0,Central,2024-11-04
1423,,,10.9,166.7,602.0,West,2020-05-22
1424,24.0,,34.7,94.7,,Central,2021-07-19
1425,,,38.5,126.5,713.0,East,2024-05-01
1426,,54597.94,,13.6,717.0,North,2024-06-05
1427,59.0,,14.9,23.1,630.0,East,2024-10-15
1428,21.0,,50.0,22.7,583.0,East,2022-04-29
1429,32.0,,3.0,6.9,665.0,East,2021-11-27
1430,,,10.3,78.5,739.0,North,2024-06-01
1431,,,61.4,8.8,531.0,West,2022-11-05
1432,44.0,4471.56,31.5,3.2,819.0,Central,2021-07-01
1433,45.0,,,89.6,630.0,West,2024-08-07
1434,28.0,,19.2,141.0,640.0,West,2020-01-06
1435,,,36.8,86.7,778.0,West,2021-08-02
1436,38.0,,48.7,104.7,646.0,Central,2024-01-26
1437,,12378.69,47.7,54.3,642.0,Central,2021-09-03
1438,54.0,,9.0,131.2,577.0,North,2024-09-11
1439,,,25.6,41.2,604.0,South,2023-04-17
1440,43.0,,16.1,267.0,594.0,Central,2023-04-02
1441,42.0,7944.73,14.4,6.5,509.0,Central,2023-09-13
1442,,,25.1,99.4,484.0,South,2022-09-29
1443,37.0,,35.8,61.5,631.0,Central,2024-11-07
1444,19.0,,12.4,52.1,540.0,West,2020-10-31
1445,,,13.4,77.6,702.0,Central,2022-07-03
1446,27.0,17704.57,22.9,110.1,632.0,North,2023-01-08
1447,28.0,,51.4,119.2,522.0,Central,2022-09-18
1448,,,30.4,11.6,772.0,South,2021-12-07
1449,49.0,5989.51,11.6,13.2,616.0,West,2021-11-11
1450,,,49.9,1.0,691.0,South,2023-02-04
1451,,29194.17,23.4,8.5,782.0,Central,2024-04-11
1452,,78916.06,26.8,18.4,,,2023-01-17
1453,37.0,,29.7,76.6,651.0,North,2022-02-11
1454,66.0,,,38.7,765.0,West,2022-07-21
1455,,,11.5,85.1,626.0,Central,2021-10-21
1456,18.0,,2.9,40.0,736.0,North,2024-11-15
1457,,,2.2,48.7,644.0,North,2021-01-21
1458,39.0,80561.73,37.3,7.1,664.0,South,2023-11-29
1459,,20772.61,21.1,89.9,663.0,West,2021-05-04
1460,43.0,,0.4,85.2,620.0,East,2023-03-17
1461,33.0,,62.2,22.1,607.0,North,2022-02-23
1462,,13153.3,37.7,23.9,598.0,East,2021-04-23
1463,,31740.85,20.3,14.9,546.0,South,2024-10-19
1464,,,58.2,100.9,614.0,North,2024-05-07
1465,,13818.9,36.4,82.5,629.0,West,2022-04-21
1466,,,24.1,56.4,683.0,East,2020-03-30
1467,,18402.16,6.1,16.4,643.0,West,2021-10-13
1468,,,22.8,11.3,736.0,East,2024-03-05
1469,20.0,55522.66,24.8,3.1,733.0,South,2022-08-26
1470,,,16.5,2.8,758.0,North,2023-12-15
1471,49.0,,28.8,12.4,634.0,,2024-07-19
1472,,,42.0,6.4,,South,2022-02-19
1473,33.0,,22.7,48.7,541.0,Central,2022-03-01
1474,35.0,,6.4,26.6,755.0,East,2023-09-21
1475,,,12.8,35.3,558.0,East,2024-06-10
1476,42.0,,64.4,54.1,578.0,Central,2024-08-07
1477,,,4.9,64.6,668.0,South,2023-08-28
1478,40.0,,27.7,62.7,625.0,West,2020-11-07
1479,,29875.0,22.2,18.1,766.0,West,2022-10-11
1480,29.0,,36.7,99.5,589.0,South,2020-03-16
1481,43.0,,25.1,149.9,652.0,West,2020-09-15
1482,,7171.41,22.5,22.8,502.0,South,2022-10-25
1483,55.0,,46.0,1.0,,,2023-04-23
1484,30.0,,36.0,137.6,516.0,East,2021-11-10
1485,,63736.47,24.6,154.3,849.0,Central,2024-11-16
1486,46.0,,27.9,3.1,641.0,South,2020-07-24
1487,18.0,,,0.3,627.0,West,2024-11-25
1488,,,26.7,101.7,647.0,South,2024-09-26
1489,18.0,50101.91,47.7,21.5,564.0,North,2022-06-20
1490,,,48.5,147.6,703.0,Central,2020-07-23
1491,,,13.0,14.7,617.0,North,2022-12-13
1492,65.0,,12.7,118.5,625.0,Central,2022-07-24
1493,28.0,,32.7,4.3,753.0,Central,2020-02-01
1494,,,50.1,18.1,,Central,2024-01-19
1495,53.0,,16.3,217.0,634.0,North,2020-10-22
1496,59.0,49273.44,35.4,15.8,641.0,Central,2022-04-19
1497,,,36.1,8.6,661.0,,2024-11-18
1498,,93480.86,2.7,116.7,606.0,South,2023-09-02
1499,,,38.4,7.5,624.0,North,2020-11-12
1500,42.0,,16.9,6.2,798.0,,2020-06-02
1501,,,27.2,23.4,,East,2022-08-19
1502,,13792.38,5.2,60.5,588.0,North,2024-05-19
1503,,,17.3,74.4,702.0,Central,2021-06-26
1504,34.0,,25.2,127.8,654.0,Central,2021-11-24
1505,,,30.0,46.7,,Central,2023-06-30
1506,29.0,29541.86,19.8,30.0,634.0,North,2023-11-19
1507,,100194.3,,26.7,585.0,Central,2022-03-25
1508,,,35.8,112.6,517.0,South,2023-08-23
1509,36.0,13649.03,29.3,77.2,742.0,,2020-06-13
1510,,,10.5,141.5,705.0,North,2024-10-10
1511,21.0,,8.7,199.5,679.0,Central,2021-11-03
1512,32.0,73557.98,44.9,21.4,702.0,South,2024-10-11
1513,,,37.6,45.3,749.0,North,2023-10-13
1514,,28429.68,33.2,60.0,515.0,East,2024-10-25
1515,34.0,,26.3,10.7,657.0,North,2022-12-28
1516,33.0,,17.8,3.3,505.0,West,2022-02-17
1517,53.0,,15.1,121.4,618.0,East,2021-10-10
1518,42.0,,36.3,46.0,676.0,East,2023-07-07
1519,22.0,4176.89,14.0,50.7,622.0,North,2024-01-11
1520,57.0,,29.7,48.6,791.0,West,2024-12-22
1521,49.0,,35.8,84.4,627.0,East,2024-04-04
1522,41.0,,10.9,9.4,588.0,Central,2022-09-26
1523,,27040.86,22.5,57.1,653.0,West,2024-11-21
1524,23.0,69260.99,36.2,38.0,567.0,West,2023-01-13
1525,30.0,,24.4,136.4,580.0,North,2020-03-14
1526,48.0,,4.8,44.0,725.0,North,2023-06-18
1527,57.0,,53.6,171.8,729.0,North,2020-05-20
1528,53.0,,26.6,26.1,663.0,West,2021-04-25
1529,29.0,,13.0,204.5,699.0,South,2023-07-16
1530,,,53.9,124.8,817.0,North,2023-11-02
1531,,,,52.7,645.0,South,2021-08-11
1532,18.0,52471.94,35.6,26.2,581.0,East,2021-04-10
1533,,,29.4,28.3,693.0,Central,2024-03-09
1534,33.0,,16.9,88.9,717.0,Central,2020-07-04
1535,29.0,,8.9,52.1,725.0,South,2022-06-07
1536,18.0,,45.3,30.8,742.0,West,2020-07-20
1537,,,21.6,60.6,730.0,Central,2024-04-06
1538,28.0,,42.3,79.3,692.0,South,2023-07-21
1539,,,3.3,1.4,701.0,North,2023-12-12
1540,,16016.86,45.2,5.6,683.0,South,2024-11-22
1541,,,48.2,6.0,523.0,East,2020-07-24
1542,56.0,,34.3,15.8,513.0,South,2022-06-27
1543,,,,33.4,,North,2020-12-06
1544,29.0,,21.9,97.7,716.0,South,2023-11-22
1545,,,29.7,25.9,615.0,,2021-09-05
1546,40.0,,25.1,1.1,661.0,North,2020-02-29
1547,23.0,,18.6,39.6,775.0,East,2020-04-04
1548,38.0,,47.7,341.5,737.0,East,2021-10-26
1549,,,,25.8,476.0,Central,2024-06-18
1550,,,49.2,195.0,708.0,North,2020-04-24
1551,33.0,,19.1,6.4,654.0,North,2021-08-23
1552,32.0,,30.2,11.4,598.0,North,2022-01-04
1553,,,43.5,77.3,624.0,Central,2022-02-06
1554,25.0,19970.98,13.1,41.7,625.0,,2022-06-01
1555,,,15.6,86.9,545.0,East,2020-10-25
1556,39.0,11821.88,,119.5,670.0,East,2021-05-15
1557,45.0,,28.7,17.3,824.0,North,2022-12-23
1558,,,60.1,68.9,731.0,Central,2022-04-23
1559,,,,56.1,488.0,North,2023-03-05
1560,,111480.78,18.2,118.6,,East,2023-10-28
1561,,28500.92,24.7,33.7,673.0,,2024-06-11
1562,26.0,,36.7,3.2,570.0,South,2021-01-03
1563,18.0,,,51.2,553.0,East,2020-12-14
1564,45.0,,,191.5,722.0,South,2020-12-24
1565,,,24.4,0.9,658.0,West,2020-06-10
1566,,63945.41,13.0,16.5,612.0,South,2023-06-02
1567,,,43.3,22.8,698.0,Central,2024-11-18
1568,,,61.6,87.1,819.0,South,2022-02-22
1569,,43248.21,27.8,23.4,,West,2023-06-23
1570,,,8.4,16.4,673.0,East,2023-10-31
1571,44.0,,12.1,62.7,648.0,West,2021-05-08
1572,,,19.3,2.9,619.0,Central,2022-10-16
1573,38.0,,50.9,11.2,716.0,South,2023-04-09
1574,18.0,,12.2,31.5,635.0,South,2020-10-20
1575,,,10.0,26.4,690.0,Central,2021-04-20
1576,,,4.6,25.6,,North,2022-08-02
1577,,,29.9,6.9,710.0,Central,2023-07-30
1578,48.0,,8.2,26.9,548.0,Central,2021-06-04
1579,,,9.8,96.0,543.0,West,2022-07-30
1580,,,48.1,32.1,750.0,West,2021-06-06
1581,,,30.5,52.9,641.0,Central,2023-09-27
1582,48.0,44180.15,33.2,10.7,671.0,East,2020-01-20
1583,,,14.4,4.3,587.0,,2024-07-05
1584,35.0,10564.34,51.5,127.2,699.0,,2022-08-10
1585,,130006.84,44.1,24.2,801.0,North,2021-08-12
1586,43.0,39451.63,26.8,25.9,662.0,South,2023-10-19
1587,37.0,,12.1,126.1,,East,2023-01-24
1588,,,53.2,73.8,750.0,Central,2020-11-19
1589,25.0,,,84.7,784.0,East,2020-05-31
1590,36.0,,27.8,68.7,596.0,,2022-06-23
1591,22.0,,6.5,6.7,683.0,North,2021-12-08
1592,,14154.54,59.6,190.2,752.0,South,2023-04-18
1593,,117692.13,,143.9,774.0,South,2021-09-04
1594,45.0,,9.2,16.2,616.0,Central,2023-08-01
1595,18.0,,6.5,97.8,596.0,South,2022-05-18
1596,,105085.84,45.1,31.6,,Central,2023-11-14
1597,42.0,,16.5,69.1,624.0,Central,2021-05-27
1598,,,2.6,10.9,628.0,East,2022-07-24
1599,35.0,,21.8,46.4,683.0,North,2024-09-27
1600,,,74.8,8.1,607.0,Central,2021-09-10
1601,,,18.5,46.1,775.0,West,2021-02-11
1602,,,,16.8,618.0,East,2022-02-26
1603,,,58.1,36.1,602.0,,2024-10-13
1604,25.0,50887.55,33.9,66.2,,Central,2022-09-16
1605,,,14.7,125.8,751.0,East,2020-08-06
1606,23.0,9308.35,36.2,10.8,547.0,South,2021-04-30
1607,,,21.5,134.2,687.0,Central,2022-02-20
1608,54.0,,31.9,29.7,706.0,North,2023-03-17
1609,38.0,,12.9,111.4,417.0,Central,2022-01-05
1610,31.0,,16.0,43.1,545.0,East,2023-03-23
1611,,,37.4,118.9,620.0,West,2021-08-28
1612,18.0,78433.18,30.6,65.2,802.0,East,2023-12-03
1613,,,3.5,42.6,620.0,East,2021-08-27
1614,34.0,210515.98,41.6,22.5,610.0,North,2020-02-14
1615,32.0,67102.96,24.2,208.3,590.0,South,2024-08-26
1616,,,12.8,96.8,589.0,North,2023-09-10
1617,38.0,,48.8,28.8,599.0,North,2022-03-21
1618,,,22.2,10.9,596.0,Central,2021-07-16
1619,29.0,,23.7,90.7,593.0,West,2020-01-17
1620,,,40.3,276.0,593.0,East,2023-03-05
1621,36.0,5416.77,21.0,19.6,620.0,North,2024-11-06
1622,18.0,,4.2,148.5,726.0,North,2023-11-05
1623,,48645.54,12.1,8.0,560.0,South,2024-05-12
1624,26.0,,45.0,182.5,598.0,South,2024-03-05
1625,,21512.15,,82.1,608.0,West,2020-04-10
1626,47.0,7047.22,34.0,25.5,650.0,East,2023-05-26
1627,29.0,48963.33,31.2,21.8,589.0,North,2024-03-06
1628,50.0,,34.1,61.9,816.0,Central,2022-10-14
1629,,,24.9,54.0,697.0,South,2024-09-01
1630,45.0,,12.0,150.8,728.0,North,2021-08-09
1631,40.0,,20.3,87.2,669.0,Central,2024-05-07
1632,,,20.6,46.6,,North,2024-06-24
1633,27.0,26510.45,52.7,157.5,559.0,West,2021-04-16
1634,47.0,,40.7,53.9,605.0,West,2023-05-28
1635,30.0,19765.81,12.1,113.7,585.0,Central,2024-06-30
1636,,26505.58,39.1,110.3,636.0,South,2021-12-22
1637,23.0,49313.18,6.8,150.9,777.0,West,2021-03-24
1638,40.0,,30.1,4.2,826.0,,2023-07-27
1639,59.0,,28.3,52.6,726.0,Central,2021-01-24
1640,22.0,286534.46,14.0,37.9,642.0,Central,2023-06-25
1641,35.0,15074.63,6.6,40.5,740.0,North,2021-05-28
1642,51.0,152868.32,12.8,37.0,769.0,Central,2023-10-20
1643,34.0,,13.2,109.0,744.0,North,2024-03-27
1644,40.0,,13.3,23.0,639.0,South,2024-01-16
1645,,16603.25,37.9,37.3,641.0,North,2024-04-20
1646,40.0,,3.7,13.4,597.0,South,2023-09-12
1647,32.0,,48.9,17.4,630.0,West,2023-10-26
1648,46.0,17166.69,11.9,64.8,586.0,South,2024-09-12
1649,,,,7.5,645.0,East,2020-10-07
