IP,Timestamp,Status,Full log line
183.174.39.99,11/Nov/2025:23:45:11 +0000,404,"183.174.39.99 - - [11/Nov/2025:23:45:11 +0000] ""POST /products/widgets HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
241.25.61.48,23/Nov/2025:16:11:28 +0000,404,"241.25.61.48 - - [23/Nov/2025:16:11:28 +0000] ""GET /favicon.ico HTTP/1.1"" 404 28242 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
116.208.243.223,19/Nov/2025:01:19:06 +0000,404,"116.208.243.223 - - [19/Nov/2025:01:19:06 +0000] ""GET /search?q=python HTTP/1.1"" 404 100 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
187.1.56.92,24/Nov/2025:14:10:11 +0000,404,"187.1.56.92 - - [24/Nov/2025:14:10:11 +0000] ""GET /profile/67890 HTTP/1.1"" 404 19690 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
181.244.56.151,07/Nov/2025:09:42:29 +0000,404,"181.244.56.151 - - [07/Nov/2025:09:42:29 +0000] ""GET /contact HTTP/1.1"" 404 16382 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
13.248.246.92,16/Nov/2025:17:47:43 +0000,404,"13.248.246.92 - - [16/Nov/2025:17:47:43 +0000] ""GET /products HTTP/1.1"" 404 2091 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0"""
182.44.114.154,11/Nov/2025:21:37:02 +0000,404,"182.44.114.154 - - [11/Nov/2025:21:37:02 +0000] ""GET /contact HTTP/1.1"" 404 17451 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
173.8.183.76,25/Nov/2025:23:02:36 +0000,404,"173.8.183.76 - - [25/Nov/2025:23:02:36 +0000] ""GET /phpmyadmin HTTP/1.1"" 404 552 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
54.148.38.73,01/Nov/2025:06:52:55 +0000,404,"54.148.38.73 - - [01/Nov/2025:06:52:55 +0000] ""GET /products/widgets HTTP/1.1"" 404 6615 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
12.105.128.203,24/Nov/2025:20:33:38 +0000,404,"12.105.128.203 - - [24/Nov/2025:20:33:38 +0000] ""POST /robots.txt HTTP/1.1"" 404 20074 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
186.119.34.61,15/Nov/2025:06:21:27 +0000,404,"186.119.34.61 - - [15/Nov/2025:06:21:27 +0000] ""GET /user/profile/12345 HTTP/1.1"" 404 2225 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
35.173.62.1,07/Nov/2025:11:32:43 +0000,404,"35.173.62.1 - - [07/Nov/2025:11:32:43 +0000] ""GET /api/v1/orders HTTP/1.1"" 404 21618 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
65.194.103.146,13/Nov/2025:23:32:23 +0000,404,"65.194.103.146 - - [13/Nov/2025:23:32:23 +0000] ""POST / HTTP/1.1"" 404 11029 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
88.19.226.143,04/Nov/2025:01:12:13 +0000,404,"88.19.226.143 - - [04/Nov/2025:01:12:13 +0000] ""GET /blog HTTP/1.1"" 404 6126 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
193.167.75.39,11/Nov/2025:04:52:00 +0000,404,"193.167.75.39 - - [11/Nov/2025:04:52:00 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 20856 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
174.63.164.239,02/Nov/2025:03:12:30 +0000,404,"174.63.164.239 - - [02/Nov/2025:03:12:30 +0000] ""GET / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
49.231.86.57,17/Nov/2025:12:34:39 +0000,404,"49.231.86.57 - - [17/Nov/2025:12:34:39 +0000] ""GET /index.html HTTP/1.1"" 404 13407 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
180.101.211.66,16/Nov/2025:09:11:55 +0000,404,"180.101.211.66 - - [16/Nov/2025:09:11:55 +0000] ""GET /static/css/main.css HTTP/1.1"" 404 5480 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
216.232.43.69,16/Nov/2025:21:13:31 +0000,404,"216.232.43.69 - - [16/Nov/2025:21:13:31 +0000] ""GET /favicon.ico HTTP/1.1"" 404 2702 ""facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"""
148.198.26.107,06/Nov/2025:03:21:53 +0000,404,"148.198.26.107 - - [06/Nov/2025:03:21:53 +0000] ""PUT /robots.txt HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
245.47.169.128,12/Nov/2025:16:35:47 +0000,404,"245.47.169.128 - - [12/Nov/2025:16:35:47 +0000] ""GET / HTTP/1.1"" 404 20768 ""Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"""
181.174.41.73,05/Nov/2025:04:19:01 +0000,404,"181.174.41.73 - - [05/Nov/2025:04:19:01 +0000] ""GET /products/checkout HTTP/1.1"" 404 4857 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
65.129.30.241,02/Nov/2025:08:32:36 +0000,404,"65.129.30.241 - - [02/Nov/2025:08:32:36 +0000] ""PUT /index.html HTTP/1.1"" 404 809 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
103.245.169.30,25/Nov/2025:14:50:12 +0000,404,"103.245.169.30 - - [25/Nov/2025:14:50:12 +0000] ""GET /about HTTP/1.1"" 404 20301 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
101.6.167.180,11/Nov/2025:00:59:08 +0000,404,"101.6.167.180 - - [11/Nov/2025:00:59:08 +0000] ""GET /index.html HTTP/1.1"" 404 21578 ""Slackbot-LinkExpanding 1.0 (+https://api.slack.com/robots)"""
194.76.44.7,24/Nov/2025:03:10:54 +0000,404,"194.76.44.7 - - [24/Nov/2025:03:10:54 +0000] ""PUT / HTTP/1.1"" 404 9022 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
66.233.119.179,03/Nov/2025:14:00:45 +0000,404,"66.233.119.179 - - [03/Nov/2025:14:00:45 +0000] ""GET /products/widgets HTTP/1.1"" 404 4926 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
60.180.194.106,04/Nov/2025:06:04:14 +0000,404,"60.180.194.106 - - [04/Nov/2025:06:04:14 +0000] ""GET /wp-login.php HTTP/1.1"" 404 26169 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
91.189.74.108,03/Nov/2025:13:11:14 +0000,404,"91.189.74.108 - - [03/Nov/2025:13:11:14 +0000] ""GET /about HTTP/1.1"" 404 2901 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
24.55.50.13,22/Nov/2025:01:07:37 +0000,404,"24.55.50.13 - - [22/Nov/2025:01:07:37 +0000] ""GET /blog HTTP/1.1"" 404 17994 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
75.211.147.205,10/Nov/2025:04:21:52 +0000,404,"75.211.147.205 - - [10/Nov/2025:04:21:52 +0000] ""GET /static/images/logo.png HTTP/1.1"" 404 10321 ""Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"""
130.136.140.91,11/Nov/2025:21:37:05 +0000,404,"130.136.140.91 - - [11/Nov/2025:21:37:05 +0000] ""GET /index.html HTTP/1.1"" 404 23226 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
217.3.192.123,03/Nov/2025:22:28:50 +0000,404,"217.3.192.123 - - [03/Nov/2025:22:28:50 +0000] ""GET /about HTTP/1.1"" 404 8646 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
237.71.89.49,01/Nov/2025:07:01:05 +0000,404,"237.71.89.49 - - [01/Nov/2025:07:01:05 +0000] ""GET /favicon.ico HTTP/1.1"" 404 35292 ""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"""
43.133.129.56,16/Nov/2025:08:23:08 +0000,404,"43.133.129.56 - - [16/Nov/2025:08:23:08 +0000] ""PUT /robots.txt HTTP/1.1"" 404 4758 ""Python-urllib/3.11"""
105.7.61.181,13/Nov/2025:08:58:49 +0000,404,"105.7.61.181 - - [13/Nov/2025:08:58:49 +0000] ""GET /products HTTP/1.1"" 404 16697 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
127.25.243.91,05/Nov/2025:17:14:22 +0000,404,"127.25.243.91 - - [05/Nov/2025:17:14:22 +0000] ""GET /products HTTP/1.1"" 404 5371 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
41.8.164.24,12/Nov/2025:18:26:56 +0000,404,"41.8.164.24 - - [12/Nov/2025:18:26:56 +0000] ""GET /index.html HTTP/1.1"" 404 12525 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
215.32.246.181,07/Nov/2025:08:13:34 +0000,404,"215.32.246.181 - - [07/Nov/2025:08:13:34 +0000] ""GET /api/v1/orders HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
147.66.21.44,06/Nov/2025:04:35:44 +0000,404,"147.66.21.44 - - [06/Nov/2025:04:35:44 +0000] ""GET / HTTP/1.1"" 404 10018 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
127.215.80.225,19/Nov/2025:09:58:44 +0000,404,"127.215.80.225 - - [19/Nov/2025:09:58:44 +0000] ""GET /products/widgets HTTP/1.1"" 404 3523 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
135.221.91.206,20/Nov/2025:14:47:35 +0000,404,"135.221.91.206 - - [20/Nov/2025:14:47:35 +0000] ""GET /products/checkout HTTP/1.1"" 404 5406 ""facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)"""
189.43.103.35,13/Nov/2025:00:07:48 +0000,404,"189.43.103.35 - - [13/Nov/2025:00:07:48 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 3007 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
141.168.30.101,15/Nov/2025:21:38:24 +0000,404,"141.168.30.101 - - [15/Nov/2025:21:38:24 +0000] ""GET /favicon.ico HTTP/1.1"" 404 3561 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
224.142.5.38,05/Nov/2025:15:44:54 +0000,404,"224.142.5.38 - - [05/Nov/2025:15:44:54 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 4220 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
163.10.214.156,21/Nov/2025:00:56:03 +0000,404,"163.10.214.156 - - [21/Nov/2025:00:56:03 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 10854 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14.6; rv:131.0) Gecko/20100101 Firefox/131.0"""
242.73.206.194,11/Nov/2025:20:59:37 +0000,404,"242.73.206.194 - - [11/Nov/2025:20:59:37 +0000] ""GET / HTTP/1.1"" 404 5236 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
133.73.118.152,13/Nov/2025:11:25:40 +0000,404,"133.73.118.152 - - [13/Nov/2025:11:25:40 +0000] ""GET /static/images/hero.jpg HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
143.28.105.203,12/Nov/2025:11:37:25 +0000,404,"143.28.105.203 - - [12/Nov/2025:11:37:25 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 17258 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
202.13.164.121,21/Nov/2025:04:37:56 +0000,404,"202.13.164.121 - - [21/Nov/2025:04:37:56 +0000] ""GET /index.html HTTP/1.1"" 404 4254 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
195.6.122.188,23/Nov/2025:17:42:49 +0000,404,"195.6.122.188 - - [23/Nov/2025:17:42:49 +0000] ""POST / HTTP/1.1"" 404 6554 ""Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"""
133.177.28.11,02/Nov/2025:16:36:14 +0000,404,"133.177.28.11 - - [02/Nov/2025:16:36:14 +0000] ""GET /index.html HTTP/1.1"" 404 2651 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
131.231.130.49,15/Nov/2025:15:39:31 +0000,404,"131.231.130.49 - - [15/Nov/2025:15:39:31 +0000] ""POST /robots.txt HTTP/1.1"" 404 20359 ""Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)"""
177.20.143.223,10/Nov/2025:07:26:14 +0000,404,"177.20.143.223 - - [10/Nov/2025:07:26:14 +0000] ""GET /search?q=python HTTP/1.1"" 404 19875 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
178.115.203.144,18/Nov/2025:09:14:54 +0000,404,"178.115.203.144 - - [18/Nov/2025:09:14:54 +0000] ""GET /products HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
83.12.82.140,20/Nov/2025:04:01:39 +0000,404,"83.12.82.140 - - [20/Nov/2025:04:01:39 +0000] ""POST /products/widgets HTTP/1.1"" 404 906 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
127.15.47.1,09/Nov/2025:16:41:24 +0000,404,"127.15.47.1 - - [09/Nov/2025:16:41:24 +0000] ""DELETE /static/css/main.css HTTP/1.1"" 404 3146 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
14.245.32.45,10/Nov/2025:13:39:21 +0000,404,"14.245.32.45 - - [10/Nov/2025:13:39:21 +0000] ""POST /static/js/app.js HTTP/1.1"" 404 7727 ""Slackbot-LinkExpanding 1.0 (+https://api.slack.com/robots)"""
151.56.46.203,02/Nov/2025:20:40:34 +0000,404,"151.56.46.203 - - [02/Nov/2025:20:40:34 +0000] ""PUT /static/css/main.css HTTP/1.1"" 404 8409 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
191.15.99.171,17/Nov/2025:17:46:49 +0000,404,"191.15.99.171 - - [17/Nov/2025:17:46:49 +0000] ""GET /contact HTTP/1.1"" 404 100 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
183.77.148.92,04/Nov/2025:14:38:14 +0000,404,"183.77.148.92 - - [04/Nov/2025:14:38:14 +0000] ""POST /api/v1/orders HTTP/1.1"" 404 5467 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
220.58.80.9,08/Nov/2025:01:59:13 +0000,404,"220.58.80.9 - - [08/Nov/2025:01:59:13 +0000] ""GET / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0"""
38.173.125.30,10/Nov/2025:01:27:09 +0000,404,"38.173.125.30 - - [10/Nov/2025:01:27:09 +0000] ""GET / HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
254.82.124.43,07/Nov/2025:04:35:11 +0000,404,"254.82.124.43 - - [07/Nov/2025:04:35:11 +0000] ""GET /about HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
254.0.217.55,18/Nov/2025:15:13:31 +0000,404,"254.0.217.55 - - [18/Nov/2025:15:13:31 +0000] ""DELETE / HTTP/1.1"" 404 21468 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
4.79.235.195,21/Nov/2025:01:07:44 +0000,404,"4.79.235.195 - - [21/Nov/2025:01:07:44 +0000] ""GET /products HTTP/1.1"" 404 3740 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
188.28.82.81,21/Nov/2025:01:35:29 +0000,404,"188.28.82.81 - - [21/Nov/2025:01:35:29 +0000] ""GET /api/v1/orders HTTP/1.1"" 404 18056 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
80.138.149.47,19/Nov/2025:02:47:30 +0000,404,"80.138.149.47 - - [19/Nov/2025:02:47:30 +0000] ""GET /index.html HTTP/1.1"" 404 15377 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
90.53.150.204,01/Nov/2025:14:31:24 +0000,404,"90.53.150.204 - - [01/Nov/2025:14:31:24 +0000] ""POST /blog HTTP/1.1"" 404 100 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
223.77.199.147,23/Nov/2025:15:32:45 +0000,404,"223.77.199.147 - - [23/Nov/2025:15:32:45 +0000] ""GET /.env HTTP/1.1"" 404 6678 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
1.106.176.183,06/Nov/2025:15:59:08 +0000,404,"1.106.176.183 - - [06/Nov/2025:15:59:08 +0000] ""GET /about HTTP/1.1"" 404 100 ""Slackbot-LinkExpanding 1.0 (+https://api.slack.com/robots)"""
46.103.60.76,16/Nov/2025:08:55:22 +0000,404,"46.103.60.76 - - [16/Nov/2025:08:55:22 +0000] ""POST /products/checkout HTTP/1.1"" 404 20433 ""Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"""
123.100.100.3,15/Nov/2025:22:14:03 +0000,404,"123.100.100.3 - - [15/Nov/2025:22:14:03 +0000] ""POST /sitemap.xml HTTP/1.1"" 404 27607 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
156.180.167.167,01/Nov/2025:09:24:17 +0000,404,"156.180.167.167 - - [01/Nov/2025:09:24:17 +0000] ""GET /static/js/app.js HTTP/1.1"" 404 19561 ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/132.0.0.0 Safari/537.36"""
210.129.8.42,11/Nov/2025:06:10:08 +0000,404,"210.129.8.42 - - [11/Nov/2025:06:10:08 +0000] ""DELETE /products HTTP/1.1"" 404 18886 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
64.222.249.196,25/Nov/2025:00:18:26 +0000,404,"64.222.249.196 - - [25/Nov/2025:00:18:26 +0000] ""POST /favicon.ico HTTP/1.1"" 404 10744 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
69.82.103.124,25/Nov/2025:15:47:57 +0000,404,"69.82.103.124 - - [25/Nov/2025:15:47:57 +0000] ""GET /favicon.ico HTTP/1.1"" 404 3048 ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1 Safari/605.1.15"""
217.121.147.28,08/Nov/2025:09:07:32 +0000,404,"217.121.147.28 - - [08/Nov/2025:09:07:32 +0000] ""GET /static/images/logo.png HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
204.134.197.159,21/Nov/2025:21:09:43 +0000,404,"204.134.197.159 - - [21/Nov/2025:21:09:43 +0000] ""GET /profile/67890 HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36"""
40.46.115.18,18/Nov/2025:21:07:31 +0000,404,"40.46.115.18 - - [18/Nov/2025:21:07:31 +0000] ""GET /index.html HTTP/1.1"" 404 100 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
141.204.121.151,06/Nov/2025:11:22:51 +0000,404,"141.204.121.151 - - [06/Nov/2025:11:22:51 +0000] ""GET /robots.txt HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0"""
165.82.74.97,14/Nov/2025:07:03:49 +0000,404,"165.82.74.97 - - [14/Nov/2025:07:03:49 +0000] ""POST /static/js/app.js HTTP/1.1"" 404 18802 ""Mozilla/5.0 (iPhone; CPU iPhone OS 18_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0 Mobile/15E148 Safari/604.1"""
131.198.84.94,16/Nov/2025:14:30:25 +0000,404,"131.198.84.94 - - [16/Nov/2025:14:30:25 +0000] ""GET /products/widgets HTTP/1.1"" 404 100 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
66.149.160.181,07/Nov/2025:19:06:08 +0000,404,"66.149.160.181 - - [07/Nov/2025:19:06:08 +0000] ""POST /static/js/app.js HTTP/1.1"" 404 100 ""Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"""
71.115.197.139,20/Nov/2025:00:54:41 +0000,404,"71.115.197.139 - - [20/Nov/2025:00:54:41 +0000] ""GET /backup.sql HTTP/1.1"" 404 25153 ""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36 (compatible; Googlebot/2.1)"""
139.99.255.60,05/Nov/2025:07:32:12 +0000,404,"139.99.255.60 - - [05/Nov/2025:07:32:12 +0000] ""GET / HTTP/1.1"" 404 12067 ""Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36"""
199.59.138.84,23/Nov/2025:21:25:34 +0000,404,"199.59.138.84 - - [23/Nov/2025:21:25:34 +0000] ""GET /profile/67890 HTTP/1.1"" 404 100 ""Mozilla/5.0 (compatible; Bingbot/2.0; +http://www.bing.com/bingbot.htm)"""
147.236.236.161,14/Nov/2025:19:05:43 +0000,404,"147.236.236.161 - - [14/Nov/2025:19:05:43 +0000] ""POST / HTTP/1.1"" 404 36413 ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"""
